time,seconds_elapsed,z,y,x
1772884874957623300,0.180623291015625,8.447261810302734,5.441278457641602,0.3655036687850952
1772884874974232000,0.197232177734375,8.145766258239746,5.424529075622559,0.2715853750705719
1772884874990843000,0.2138427734375,8.014759063720703,5.528018474578857,0.32542386651039124
1772884875007449900,0.230449951171875,8.250452041625977,5.514857769012451,0.4342973232269287
1772884875024072700,0.24707275390625,8.410173416137695,5.392824172973633,0.3846462368965149
1772884875040677600,0.263677734375,8.477770805358887,5.3455657958984375,0.37447673082351685
1772884875057261300,0.28026123046875,8.185248374938965,5.362315654754639,0.2949153780937195
1772884875073875000,0.296875,7.722835063934326,5.487340450286865,0.19322042167186737
1772884875090486000,0.313486083984375,7.558328628540039,5.590231895446777,0.251844584941864
1772884875107112700,0.33011279296875,7.856235027313232,5.531607627868652,0.259621262550354
1772884875123710000,0.3467099609375,8.194221496582031,5.344967365264893,0.13639089465141296
1772884875140316200,0.363316162109375,8.46760082244873,5.276174068450928,0.0771685317158699
1772884875156918500,0.37991845703125,8.578269004821777,5.220541000366211,0.004187439568340778
1772884875173532000,0.396531982421875,8.639883995056152,5.231308460235596,-0.06281159073114395
1772884875190121700,0.413121826171875,8.697312355041504,5.24626350402832,-0.024526432156562805
1772884875206742500,0.429742431640625,8.470592498779297,5.36769962310791,0.058624155819416046
1772884875223352300,0.446352294921875,8.191828727722168,5.435894966125488,0.08015955984592438
1772884875239962000,0.462962158203125,8.067401885986328,5.472385406494141,0.12861421704292297
1772884875256559000,0.47955908203125,8.076375007629395,5.487340450286865,0.07597211748361588
1772884875273165800,0.496165771484375,8.081160545349121,5.468796253204346,0.018544375896453857
1772884875289781500,0.512781494140625,8.081160545349121,5.454439163208008,0.018544375896453857
1772884875306382300,0.52938232421875,8.211568832397461,5.426323413848877,0.10827522724866867
1772884875322993000,0.545992919921875,8.163712501525879,5.435296535491943,0.14715859293937683
1772884875339602200,0.562602294921875,7.94716215133667,5.519045352935791,0.16809579730033875
1772884875356171000,0.5791708984375,7.884350776672363,5.519045352935791,0.08195417374372482
1772884875372816600,0.595816650390625,8.00518798828125,5.467001438140869,0.1579262912273407
1772884875389414700,0.61241455078125,7.980661869049072,5.485546112060547,0.14835500717163086
1772884875406050600,0.629050537109375,7.932805061340332,5.54177713394165,0.24466611444950104
1772884875422617900,0.645617919921875,7.8179497718811035,5.540580749511719,0.29312077164649963
1772884875439227600,0.6622275390625,7.8041911125183105,5.525625705718994,0.2883351147174835
1772884875455821600,0.678821533203125,8.09671401977539,5.518447399139404,0.4061816334724426
1772884875472443000,0.69544287109375,8.188239097595215,5.4951171875,0.44386860728263855
