time,seconds_elapsed,y,z,x
1772882954450366000,0.434365966796875,0.0001331249950453639,0.0002662499900907278,0.0001331249950453639
1772882954460498000,0.444497802734375,0.0001331249950453639,0.0002662499900907278,0.0001331249950453639
1772882954470630000,0.4546298828125,-0.0001331249950453639,0.0001331249950453639,0.0001331249950453639
1772882954480762000,0.46476220703125,-0.0001331249950453639,0.0001331249950453639,0.0001331249950453639
1772882954490894000,0.47489404296875,-0.0005324999801814556,-0.0001331249950453639,0.0001331249950453639
1772882954501026000,0.485026123046875,-0.0005324999801814556,-0.0001331249950453639,0.0001331249950453639
1772882954511157000,0.495156982421875,0.0003993749851360917,0.0003993749851360917,-0.0003993749851360917
1772882954521289000,0.5052890625,0.0003993749851360917,0.0003993749851360917,-0.0003993749851360917
1772882954531421000,0.5154208984375,-0.0003993749851360917,0.0003993749851360917,0.0005324999801814556
1772882954541553000,0.525552978515625,-0.0003993749851360917,0.0003993749851360917,0.0005324999801814556
1772882954551685000,0.53568505859375,0.0002662499900907278,-0.0001331249950453639,0.0001331249950453639
1772882954561817000,0.545817138671875,0.0002662499900907278,-0.0001331249950453639,0.0001331249950453639
1772882954571948000,0.555947998046875,-0.33614060282707214,0.223250612616539,0.3764774799346924
1772882954582080000,0.566080078125,-0.33614060282707214,0.223250612616539,0.3764774799346924
1772882954592212000,0.5762119140625,-0.31910061836242676,0.23496562242507935,0.30711936950683594
1772882954602344000,0.586343994140625,-0.31910061836242676,0.23496562242507935,0.30711936950683594
1772882954612476000,0.596475830078125,-0.25213873386383057,0.25586622953414917,0.23603062331676483
1772882954622608000,0.60660791015625,-0.25213873386383057,0.25586622953414917,0.23603062331676483
1772882954632739000,0.616739013671875,-0.15056437253952026,0.29939812421798706,0.17545874416828156
1772882954642871000,0.62687109375,-0.15056437253952026,0.29939812421798706,0.17545874416828156
1772882954653003000,0.6370029296875,-0.04486312344670296,0.36116811633110046,0.09944437444210052
1772882954663135000,0.647135009765625,-0.04486312344670296,0.36116811633110046,0.09944437444210052
1772882954673267000,0.657266845703125,-0.018770623952150345,0.405498743057251,0.005724374670535326
1772882954683399000,0.66739892578125,-0.018770623952150345,0.405498743057251,0.005724374670535326
1772882954693530000,0.677530029296875,-0.12021186947822571,0.3913874924182892,-0.07002374529838562
1772882954703662000,0.687662109375,-0.12021186947822571,0.3913874924182892,-0.07002374529838562
1772882954713794000,0.6977939453125,-0.24548248946666718,0.3281531035900116,-0.10929562151432037
1772882954723926000,0.707926025390625,-0.24548248946666718,0.3281531035900116,-0.10929562151432037
1772882954734058000,0.71805810546875,-0.2418881207704544,0.28076061606407166,-0.13232624530792236
1772882954744190000,0.72818994140625,-0.2418881207704544,0.28076061606407166,-0.13232624530792236
1772882954754321000,0.73832080078125,-0.08346936851739883,0.2875500023365021,-0.13964812457561493
1772882954764453000,0.748453125,-0.08346936851739883,0.2875500023365021,-0.13964812457561493
