time,seconds_elapsed,y,z,x
1772884666924692000,0.42469189453125,-0.0005324999801814556,-0.0002662499900907278,-0.0003993749851360917
1772884666934824000,0.434823974609375,-0.0005324999801814556,-0.0002662499900907278,-0.0003993749851360917
1772884666944956000,0.444955810546875,0.0005324999801814556,0,0.0001331249950453639
1772884666955088000,0.455087890625,0.0005324999801814556,0,0.0001331249950453639
1772884666965220000,0.46522021484375,-0.0003993749851360917,0.0003993749851360917,0.0003993749851360917
1772884666975352000,0.47535205078125,-0.0003993749851360917,0.0003993749851360917,0.0003993749851360917
1772884666985483000,0.48548291015625,0.2348324954509735,-0.09664874523878098,-0.5540662407875061
1772884666995615000,0.495614990234375,0.2348324954509735,-0.09664874523878098,-0.5540662407875061
1772884667005747000,0.505746826171875,0.5735024809837341,-0.1343231201171875,-0.9383980631828308
1772884667015879000,0.51587890625,0.5735024809837341,-0.1343231201171875,-0.9383980631828308
1772884667026011000,0.526010986328125,0.820715606212616,-0.09318749606609344,-1.00070059299469
1772884667036143000,0.53614306640625,0.820715606212616,-0.09318749606609344,-1.00070059299469
1772884667046274000,0.546274169921875,0.6314118504524231,0.017838750034570694,-0.7047637104988098
1772884667056406000,0.556406005859375,0.6314118504524231,0.017838750034570694,-0.7047637104988098
1772884667066538000,0.5665380859375,0.008786249905824661,0.12180937081575394,-0.4568849802017212
1772884667076670000,0.576669921875,0.008786249905824661,0.12180937081575394,-0.4568849802017212
1772884667086802000,0.586802001953125,-0.03554437309503555,0.12966375052928925,-0.6155699491500854
1772884667096934000,0.596933837890625,-0.03554437309503555,0.12966375052928925,-0.6155699491500854
1772884667107065000,0.607065185546875,0.11635124683380127,0.1413787454366684,-0.9937781095504761
1772884667117197000,0.617197021484375,0.11635124683380127,0.1413787454366684,-0.9937781095504761
1772884667127329000,0.6273291015625,0.046194374561309814,0.2637206017971039,-1.0821731090545654
1772884667137461000,0.6374609375,0.046194374561309814,0.2637206017971039,-1.0821731090545654
1772884667147593000,0.647593017578125,0.23909248411655426,0.45635247230529785,-0.6077156066894531
1772884667157725000,0.657724853515625,0.23909248411655426,0.45635247230529785,-0.6077156066894531
1772884667167856000,0.667856201171875,0.25067436695098877,0.6774731278419495,0.279163122177124
1772884667177988000,0.677988037109375,0.25067436695098877,0.6774731278419495,0.279163122177124
1772884667188120000,0.6881201171875,0.06576374918222427,0.2489437460899353,1.31873619556427
1772884667198252000,0.698251953125,0.06576374918222427,0.2489437460899353,1.31873619556427
1772884667208384000,0.708384033203125,-0.11488687247037888,-0.46859997510910034,2.325294256210327
1772884667218516000,0.718515869140625,-0.11488687247037888,-0.46859997510910034,2.325294256210327
1772884667228647000,0.72864697265625,-0.06336750090122223,-0.6275511980056763,3.1804893016815186
1772884667238779000,0.73877880859375,-0.06336750090122223,-0.6275511980056763,3.1804893016815186
1772884667248911000,0.7489111328125,0.36116811633110046,0.043664999306201935,3.8189568519592285
1772884667259043000,0.75904296875,0.36116811633110046,0.043664999306201935,3.8189568519592285
1772884667269175000,0.769175048828125,0.2165943682193756,0.29447248578071594,4.15456485748291
1772884667279307000,0.77930712890625,0.2165943682193756,0.29447248578071594,4.15456485748291
1772884667289438000,0.78943798828125,-0.8047406077384949,0.26145750284194946,4.105974197387695
1772884667299570000,0.79956982421875,-0.8047406077384949,0.26145750284194946,4.105974197387695
1772884667309702000,0.809701904296875,-0.05511374771595001,0.5475431084632874,3.5901148319244385
1772884667319834000,0.819834228515625,-0.05511374771595001,0.5475431084632874,3.5901148319244385
1772884667329966000,0.829966064453125,1.362667441368103,0.1510968655347824,2.3694918155670166
1772884667340098000,0.84009814453125,1.362667441368103,0.1510968655347824,2.3694918155670166
1772884667350229000,0.85022900390625,0.7729237079620361,0.31790247559547424,0.24401812255382538
1772884667360361000,0.86036083984375,0.7729237079620361,0.31790247559547424,0.24401812255382538
1772884667370493000,0.870492919921875,0.4499624967575073,0.984326183795929,-2.109898090362549
1772884667380625000,0.880625,0.4499624967575073,0.984326183795929,-2.109898090362549
1772884667390757000,0.890757080078125,0.22564686834812164,0.19808998703956604,-3.4074673652648926
1772884667400889000,0.90088916015625,0.22564686834812164,0.19808998703956604,-3.4074673652648926
1772884667411020000,0.91102001953125,-0.19249874353408813,-0.7608093619346619,-3.113394260406494
1772884667421152000,0.921152099609375,-0.19249874353408813,-0.7608093619346619,-3.113394260406494
1772884667431284000,0.931283935546875,0.32509124279022217,-0.6588355898857117,-1.789199948310852
1772884667441416000,0.941416015625,0.32509124279022217,-0.6588355898857117,-1.789199948310852
1772884667451548000,0.9515478515625,0.7451006174087524,-0.4093593657016754,-0.48430871963500977
1772884667461680000,0.96168017578125,0.7451006174087524,-0.4093593657016754,-0.48430871963500977
1772884667471811000,0.97181103515625,0.5146612524986267,-0.24122248589992523,-0.0039937496185302734
1772884667481943000,0.981943115234375,0.5146612524986267,-0.24122248589992523,-0.0039937496185302734
1772884667492075000,0.992074951171875,-0.3188343644142151,-0.3768768608570099,-0.46487247943878174
1772884667502207000,1.00220703125,-0.3188343644142151,-0.3768768608570099,-0.46487247943878174
1772884667512339000,1.0123388671875,-0.8609193563461304,-0.6344737410545349,-1.3036930561065674
1772884667522471000,1.022470947265625,-0.8609193563461304,-0.6344737410545349,-1.3036930561065674
1772884667532602000,1.03260205078125,-1.2563005685806274,-0.7140824794769287,-1.8118312358856201
