version,device name,recording epoch time,recording time,recording timezone,platform,appVersion,device id,sensors,sampleRateMs,standardisation
3,TECNO BG6m,1772882897042,2026-03-07_11-28-17,Africa/Kigali,android,1.52.0,abc8f4c0-5b38-4090-bfb9-ef50aeb874da,Accelerometer|Gyroscope|Annotation|TotalAcceleration|GyroscopeUncalibrated|AccelerometerUncalibrated,10|10||10|10|10,false
