version,device name,recording epoch time,recording time,recording timezone,platform,appVersion,device id,sensors,sampleRateMs,standardisation,platform version
3,Pixel 7a,1772884846124,2026-03-07_12-00-46,Africa/Kigali,android,1.54.1,bb33712e-52d0-4502-adf5-dd34529b82a5,Accelerometer|Gyroscope|Annotation|TotalAcceleration|GyroscopeUncalibrated|AccelerometerUncalibrated,10|10||10|10|10,false,36
