time,seconds_elapsed,z,y,x
1772883524057988400,0.24298828125,-1.0328283309936523,0.16445016860961914,0.24350309371948242
1772883524074595000,0.259594970703125,-1.2405357360839844,0.3435494899749756,0.3912181258201599
1772883524091197400,0.276197509765625,-1.841566562652588,0.21010899543762207,0.22071295976638794
1772883524107803400,0.292803466796875,-2.306884288787842,-0.03355574607849121,-0.37787526845932007
1772883524124405500,0.309405517578125,-1.8720622062683105,-0.1836986541748047,-0.8647626042366028
1772883524141011700,0.32601171875,-1.3446521759033203,-0.45630931854248047,-1.0410168170928955
1772883524157592800,0.3425927734375,-0.9218778610229492,-0.7329543828964233,-0.997019350528717
1772883524174207700,0.359207763671875,-0.743657112121582,-0.8932695388793945,-0.7789410948753357
1772883524190819800,0.37581982421875,-0.8242321014404297,-0.9322047233581543,-0.44581472873687744
1772883524207419400,0.39241943359375,-0.7759294509887695,-0.9973883628845215,-0.13381314277648926
1772883524224027000,0.40902685546875,-0.5885028839111328,-1.2127829790115356,0.08791923522949219
1772883524240634400,0.42563427734375,-0.4235067367553711,-1.5119147300720215,0.1769862174987793
1772883524257253400,0.44225341796875,-0.5655412673950195,-1.8271136283874512,0.13452431559562683
1772883524273859600,0.458859619140625,-1.0567121505737305,-1.9322569370269775,0.019266262650489807
1772883524290460000,0.4754599609375,-1.488107681274414,-1.8037670850753784,-0.12532776594161987
1772883524307065900,0.49206591796875,-1.985041618347168,-1.3961584568023682,-0.16376936435699463
1772883524323671300,0.50867138671875,-2.4791998863220215,-0.919905424118042,-0.0014281868934631348
1772883524340277000,0.525277099609375,-2.0780324935913086,-0.47016477584838867,0.3440486788749695
1772883524356882700,0.541882568359375,-0.60546875,-0.07114434242248535,0.9493974447250366
1772883524373485300,0.5584853515625,1.799159049987793,0.2975490093231201,1.5885658264160156
1772883524390096600,0.5750966796875,3.4773502349853516,0.6817283630371094,1.7641181945800781
1772883524406701600,0.59170166015625,4.023837089538574,1.1228134632110596,1.5043867826461792
1772883524423312100,0.60831201171875,6.20992374420166,1.2265660762786865,1.1662418842315674
1772883524439910100,0.62491015625,8.876825332641602,0.7723250389099121,0.9315795302391052
1772883524456487700,0.64148779296875,10.052421569824219,1.1051764488220215,0.840541422367096
1772883524473107700,0.658107666015625,9.53928279876709,1.7319588661193848,1.5546330213546753
1772883524489714400,0.67471435546875,8.799132347106934,2.3501570224761963,1.9221714735031128
1772883524506318300,0.691318359375,8.387613296508789,2.525108575820923,1.589775800704956
1772883524522927000,0.707927001953125,6.9780473709106445,2.4097580909729004,0.7471033334732056
1772883524539531300,0.72453125,4.981118202209473,2.2593324184417725,-0.3409689962863922
1772883524556123400,0.741123291015625,3.7606029510498047,2.0823111534118652,-1.0670744180679321
1772883524572754400,0.75775439453125,3.0411853790283203,1.726440668106079,-1.0585416555404663
1772883524589358600,0.774358642578125,2.1537370681762695,1.3594417572021484,-0.5128487348556519
1772883524605954600,0.79095458984375,0.9023590087890625,0.9800722599029541,0.25481054186820984
1772883524622572800,0.80757275390625,-0.3772916793823242,0.45842766761779785,1.0922033786773682
1772883524639173400,0.82417333984375,-1.3988323211669922,-0.14656901359558105,1.467561960220337
1772883524655766500,0.8407666015625,-2.3381447792053223,-0.7854118347167969,1.0443828105926514
1772883524672386600,0.857386474609375,-3.3167896270751953,-1.093462347984314,0.22048836946487427
1772883524689013800,0.874013671875,-4.341886520385742,-0.9924439191818237,-0.2962730824947357
1772883524705596200,0.89059619140625,-5.554612159729004,-0.840252161026001,-0.22408396005630493
1772883524722187300,0.907187255859375,-6.228180408477783,-0.5890884399414062,-0.16405907273292542
1772883524738807300,0.923807373046875,-6.3653364181518555,-0.7245786190032959,-0.5405638217926025
1772883524755387000,0.940386962890625,-6.506612777709961,-1.0340988636016846,-1.1749436855316162
1772883524772015900,0.957015869140625,-6.863911151885986,-1.2254693508148193,-1.6707465648651123
1772883524788624000,0.973623779296875,-7.222731590270996,-1.2595280408859253,-1.6629327535629272
1772883524805228300,0.990228271484375,-7.553796291351318,-1.1411035060882568,-1.328629970550537
1772883524821832700,1.006832763671875,-7.433184623718262,-1.0694632530212402,-0.869841992855072
1772883524838444300,1.0234443359375,-7.278006553649902,-1.3440375328063965,-0.46821898221969604
1772883524855033600,1.04003369140625,-7.16911506652832,-1.7642664909362793,-0.2925983667373657
1772883524871653000,1.056653076171875,-7.02201509475708,-2.3217339515686035,-0.07567435503005981
1772883524888256500,1.073256591796875,-6.730693817138672,-2.7046706676483154,-0.2630594074726105
1772883524904861700,1.08986181640625,-6.42497444152832,-2.799473285675049,-0.3674095869064331
1772883524921448700,1.10644873046875,-5.871402740478516,-2.327258586883545,-0.3892889618873596
1772883524938076200,1.123076171875,-5.191740036010742,-1.4503612518310547,-0.6174230575561523
1772883524954665000,1.1396650390625,-4.194033622741699,-0.6316759586334229,-0.9041779041290283
1772883524971271200,1.156271240234375,-1.1008672714233398,0.9529893398284912,-1.992473840713501
1772883524987877000,1.172877197265625,4.03798770904541,0.2270803451538086,-0.1762361377477646
1772883525004482600,1.189482666015625,7.329156875610352,-1.1343598365783691,2.2661314010620117
1772883525021087000,1.2060869140625,7.462466239929199,-0.29357004165649414,2.691535234451294
1772883525037693000,1.22269287109375,8.244072914123535,0.6487441062927246,1.8320108652114868
1772883525054302700,1.239302734375,9.804422378540039,1.4581894874572754,0.2046506106853485
1772883525070922500,1.255922607421875,10.74740219116211,2.0109758377075195,-0.08376827836036682
1772883525087520800,1.272520751953125,10.52154541015625,2.3925068378448486,1.2597235441207886
1772883525104128500,1.28912841796875,11.736579895019531,2.2301316261291504,2.224046230316162
1772883525120726500,1.3057265625,13.115580558776855,2.1646664142608643,1.4497449398040771
1772883525137337600,1.322337646484375,11.15958309173584,2.260713815689087,0.523428201675415
1772883525153966600,1.338966552734375,7.565203666687012,2.388352155685425,0.0328177809715271
1772883525170549000,1.355549072265625,4.817666053771973,2.3634955883026123,-0.18732893466949463
1772883525187153400,1.3721533203125,3.762761116027832,1.9507627487182617,-0.3173435926437378
1772883525203760000,1.388760009765625,3.7453269958496094,1.315645694732666,-0.033939212560653687
1772883525220354600,1.4053544921875,4.2196044921875,0.6945445537567139,0.4585438370704651
1772883525236961800,1.4219619140625,3.6616945266723633,0.2049248218536377,0.6922721862792969
1772883525253559000,1.43855908203125,1.956202507019043,-0.17963480949401855,0.4506606459617615
1772883525270181000,1.45518115234375,0.1504383087158203,-0.6434035301208496,0.09268444776535034
1772883525286787600,1.47178759765625,-1.1424245834350586,-1.2262873649597168,-0.13160276412963867
1772883525303392300,1.488392333984375,-2.1483068466186523,-1.736133098602295,-0.20806986093521118
1772883525320002300,1.505002197265625,-2.8896961212158203,-1.9861737489700317,-0.061777740716934204
1772883525336595700,1.521595703125,-3.628894329071045,-2.105496406555176,0.06102004647254944
